crop,season,soil_moisture_pct,temperature,rainfall_forecast_mm,irrigation_needed,water_liters_per_sqm,irrigation_schedule
coconut,Kharif,48.9,27.36,25.3,Yes,9.75,Every 4-6 days
pigeonpeas,Rabi,26.4,27.68,59.6,No,0.0,Every 4-6 days
banana,Rabi,48.9,33.1,80.8,No,0.0,Every 1-3 days
pigeonpeas,Kharif,5.0,28.04,36.9,Yes,15.44,Every 1-3 days
mothbeans,Zaid,47.8,26.31,83.4,No,0.0,Every 4-6 days
blackgram,Kharif,37.5,31.68,65.2,No,0.0,Every 4-6 days
lentil,Kharif,63.1,28.68,17.1,Yes,9.8,Every 4-6 days
mothbeans,Rabi,71.1,30.77,7.6,Yes,10.94,Every 4-6 days
watermelon,Rabi,72.7,24.85,27.7,Yes,13.76,Every 4-6 days
muskmelon,Rabi,41.9,24.92,30.2,Yes,16.85,Every 1-3 days
lentil,Kharif,38.4,33.24,183.0,No,0.0,Every 4-6 days
orange,Rabi,51.8,28.45,10.0,Yes,11.49,Every 4-6 days
maize,Kharif,52.6,25.24,74.1,No,0.0,Every 4-6 days
coconut,Rabi,40.7,33.28,30.3,Yes,11.5,Every 4-6 days
pigeonpeas,Rabi,26.2,12.88,125.0,No,0.0,Every 4-6 days
papaya,Zaid,40.5,38.48,19.0,Yes,11.38,Every 1-3 days
orange,Zaid,56.3,36.44,45.8,No,0.0,Every 4-6 days
coconut,Zaid,29.2,22.93,136.6,No,0.0,Every 4-6 days
papaya,Kharif,20.5,29.05,69.4,No,0.0,Every 4-6 days
muskmelon,Kharif,36.7,23.29,22.3,Yes,17.32,Every 1-3 days
coffee,Rabi,52.3,33.74,57.9,No,0.0,Every 4-6 days
pigeonpeas,Rabi,33.0,24.65,73.7,No,0.0,Every 4-6 days
banana,Rabi,40.7,39.81,101.4,No,0.0,Every 1-3 days
mothbeans,Zaid,61.5,30.46,137.3,No,0.0,Every 4-6 days
rice,Zaid,35.3,32.51,67.7,No,0.0,Every 1-3 days
mungbean,Rabi,67.3,30.77,113.6,No,0.0,Every 4-6 days
chickpea,Kharif,67.1,26.87,25.0,Yes,11.57,Every 4-6 days
mungbean,Zaid,38.2,29.95,70.2,No,0.0,Every 4-6 days
mango,Kharif,49.5,27.33,145.6,No,0.0,Every 4-6 days
watermelon,Kharif,44.1,34.49,34.4,Yes,17.83,Every 1-3 days
pigeonpeas,Kharif,52.7,20.98,74.4,No,0.0,Every 4-6 days
rice,Rabi,43.4,23.13,44.4,No,0.0,Every 1-3 days
mothbeans,Rabi,34.4,17.84,16.9,Yes,11.77,Every 4-6 days
orange,Rabi,50.0,38.55,49.0,No,0.0,Every 4-6 days
papaya,Zaid,27.7,27.65,66.4,No,0.0,Every 4-6 days
watermelon,Kharif,26.1,25.81,17.9,Yes,18.07,Every 1-3 days
kidneybeans,Rabi,31.7,32.31,68.9,No,0.0,Every 4-6 days
grapes,Zaid,51.0,31.86,56.6,No,0.0,Every 4-6 days
coconut,Rabi,46.0,21.33,28.0,Yes,9.97,Every 4-6 days
mothbeans,Kharif,33.2,29.84,47.2,No,0.0,Every 4-6 days
maize,Kharif,22.5,29.25,71.6,No,0.0,Every 4-6 days
blackgram,Kharif,66.5,41.23,32.7,Yes,12.56,Every 4-6 days
banana,Rabi,34.7,33.22,72.3,No,0.0,Every 1-3 days
papaya,Kharif,50.5,18.39,31.9,Yes,11.2,Every 4-6 days
mothbeans,Kharif,51.5,30.88,83.6,No,0.0,Every 4-6 days
coconut,Rabi,63.8,30.67,31.4,Yes,9.9,Every 4-6 days
banana,Zaid,38.3,22.68,26.4,Yes,15.56,Every 1-3 days
mango,Zaid,61.3,24.9,7.8,Yes,9.75,Every 4-6 days
mothbeans,Kharif,38.9,31.88,26.2,Yes,14.17,Every 4-6 days
coffee,Rabi,40.2,28.57,72.0,No,0.0,Every 4-6 days
mothbeans,Kharif,40.8,25.43,27.7,Yes,12.24,Every 4-6 days
rice,Kharif,40.7,29.29,60.4,No,0.0,Every 1-3 days
coconut,Kharif,29.9,29.27,54.1,No,0.0,Every 4-6 days
watermelon,Zaid,24.4,31.68,25.6,Yes,18.26,Every 1-3 days
mothbeans,Zaid,51.2,23.05,59.1,No,0.0,Every 4-6 days
pomegranate,Kharif,54.5,26.95,6.1,Yes,11.85,Every 4-6 days
mango,Rabi,49.1,29.06,8.4,Yes,11.45,Every 4-6 days
maize,Rabi,45.5,17.37,7.5,Yes,10.15,Every 4-6 days
chickpea,Rabi,41.9,30.68,4.3,Yes,10.51,Every 4-6 days
pigeonpeas,Zaid,34.2,20.54,115.7,No,0.0,Every 4-6 days
mothbeans,Kharif,17.4,22.08,125.2,No,0.0,Every 4-6 days
jute,Kharif,53.0,29.28,32.0,Yes,14.09,Every 1-3 days
pigeonpeas,Zaid,34.8,33.13,59.7,No,0.0,Every 4-6 days
jute,Zaid,53.7,33.63,56.6,No,0.0,Every 1-3 days
watermelon,Kharif,30.9,34.59,113.1,No,0.0,Every 1-3 days
jute,Zaid,70.6,22.83,42.3,No,0.0,Every 4-6 days
mango,Kharif,24.4,33.41,46.6,No,0.0,Every 4-6 days
coconut,Rabi,18.9,21.58,18.3,Yes,12.91,Every 4-6 days
pigeonpeas,Zaid,43.3,25.03,23.8,Yes,11.85,Every 4-6 days
pomegranate,Rabi,54.5,24.47,58.0,No,0.0,Every 4-6 days
coconut,Rabi,50.0,22.59,19.5,Yes,11.77,Every 4-6 days
coffee,Rabi,21.3,36.7,94.7,No,0.0,Every 4-6 days
maize,Rabi,44.7,29.73,22.2,Yes,12.64,Every 4-6 days
apple,Kharif,47.0,29.79,12.3,Yes,11.03,Every 4-6 days
mothbeans,Rabi,42.1,29.45,21.4,Yes,12.88,Every 4-6 days
coffee,Zaid,56.5,33.47,88.4,No,0.0,Every 4-6 days
pigeonpeas,Zaid,52.4,34.9,105.1,No,0.0,Every 4-6 days
watermelon,Zaid,39.4,29.63,83.2,No,0.0,Every 1-3 days
coconut,Kharif,40.8,24.69,10.1,Yes,13.07,Every 4-6 days
jute,Rabi,57.7,18.4,104.3,No,0.0,Every 4-6 days
apple,Rabi,63.0,30.47,71.5,No,0.0,Every 4-6 days
chickpea,Rabi,48.9,34.07,17.0,Yes,12.35,Every 4-6 days
muskmelon,Zaid,63.2,31.63,38.0,Yes,14.5,Every 1-3 days
blackgram,Zaid,50.0,28.3,59.6,No,0.0,Every 4-6 days
mungbean,Rabi,34.1,24.36,55.3,No,0.0,Every 4-6 days
papaya,Zaid,35.8,25.78,27.0,Yes,12.29,Every 4-6 days
lentil,Rabi,46.1,32.65,37.0,Yes,11.85,Every 4-6 days
mungbean,Rabi,43.9,32.85,43.1,No,0.0,Every 4-6 days
blackgram,Zaid,47.7,26.28,21.2,Yes,12.24,Every 4-6 days
banana,Rabi,27.0,19.51,28.1,Yes,16.17,Every 1-3 days
pomegranate,Zaid,36.1,21.92,60.5,No,0.0,Every 4-6 days
lentil,Kharif,21.5,31.68,24.9,Yes,14.65,Every 1-3 days
coffee,Kharif,36.9,25.94,24.7,Yes,10.93,Every 4-6 days
lentil,Rabi,20.7,30.09,25.7,Yes,14.77,Every 1-3 days
mothbeans,Kharif,19.0,18.59,48.3,No,0.0,Every 4-6 days
lentil,Kharif,61.5,29.95,63.5,No,0.0,Every 4-6 days
cotton,Rabi,44.7,29.55,26.0,Yes,13.29,Every 4-6 days
chickpea,Kharif,34.5,27.2,64.8,No,0.0,Every 4-6 days
banana,Zaid,45.1,25.98,72.2,No,0.0,Every 1-3 days
coconut,Zaid,34.3,30.11,53.0,No,0.0,Every 4-6 days
cotton,Zaid,53.4,22.92,64.6,No,0.0,Every 4-6 days
blackgram,Kharif,30.9,36.8,33.8,Yes,14.41,Every 1-3 days
orange,Kharif,55.9,27.82,53.4,No,0.0,Every 4-6 days
apple,Rabi,12.6,28.44,35.1,Yes,14.39,Every 1-3 days
mothbeans,Rabi,43.4,26.92,13.6,Yes,12.51,Every 4-6 days
kidneybeans,Rabi,61.7,33.48,32.7,Yes,12.62,Every 4-6 days
coconut,Zaid,51.4,28.03,37.6,Yes,10.11,Every 4-6 days
blackgram,Zaid,73.9,25.75,35.2,Yes,9.29,Every 4-6 days
blackgram,Rabi,43.0,36.37,24.6,Yes,12.01,Every 4-6 days
lentil,Rabi,14.9,28.0,37.3,Yes,12.65,Every 4-6 days
mango,Zaid,37.6,21.67,35.9,Yes,9.75,Every 4-6 days
maize,Zaid,39.2,15.49,73.6,No,0.0,Every 4-6 days
chickpea,Rabi,65.7,28.97,14.8,Yes,10.31,Every 4-6 days
watermelon,Rabi,28.2,24.43,41.3,No,0.0,Every 1-3 days
banana,Rabi,75.0,29.95,11.7,Yes,17.69,Every 1-3 days
grapes,Kharif,34.4,27.86,78.6,No,0.0,Every 4-6 days
maize,Zaid,38.7,33.0,66.8,No,0.0,Every 4-6 days
maize,Rabi,32.4,22.06,18.6,Yes,12.8,Every 4-6 days
mungbean,Rabi,58.3,27.78,12.4,Yes,12.14,Every 4-6 days
mungbean,Zaid,42.2,36.32,98.6,No,0.0,Every 4-6 days
lentil,Kharif,32.4,24.44,16.0,Yes,11.99,Every 4-6 days
coconut,Zaid,56.2,31.81,151.4,No,0.0,Every 4-6 days
orange,Zaid,59.4,22.33,37.6,Yes,10.87,Every 4-6 days
pomegranate,Kharif,47.4,28.4,19.7,Yes,11.91,Every 4-6 days
rice,Rabi,48.7,32.59,69.9,No,0.0,Every 1-3 days
papaya,Zaid,5.0,26.75,97.9,No,0.0,Every 4-6 days
cotton,Kharif,43.0,34.72,22.1,Yes,13.34,Every 4-6 days
kidneybeans,Rabi,26.1,26.76,81.4,No,0.0,Every 4-6 days
papaya,Zaid,19.1,29.33,8.4,Yes,15.13,Every 1-3 days
apple,Rabi,26.0,23.13,103.2,No,0.0,Every 4-6 days
lentil,Kharif,37.6,35.49,38.0,Yes,14.56,Every 4-6 days
coffee,Rabi,33.3,28.76,68.8,No,0.0,Every 4-6 days
chickpea,Kharif,36.5,25.72,19.6,Yes,12.56,Every 4-6 days
muskmelon,Kharif,70.8,31.53,65.5,No,0.0,Every 4-6 days
coconut,Zaid,41.6,24.61,54.6,No,0.0,Every 4-6 days
maize,Kharif,54.0,26.6,120.3,No,0.0,Every 4-6 days
lentil,Zaid,28.2,29.97,46.2,No,0.0,Every 4-6 days
mungbean,Zaid,71.9,23.45,69.6,No,0.0,Every 4-6 days
banana,Rabi,29.7,29.38,37.9,Yes,18.58,Every 1-3 days
apple,Zaid,28.2,34.02,51.5,No,0.0,Every 4-6 days
watermelon,Rabi,34.7,24.27,111.3,No,0.0,Every 4-6 days
grapes,Kharif,68.6,26.41,25.8,Yes,9.51,Every 4-6 days
banana,Rabi,29.1,34.15,71.9,No,0.0,Every 1-3 days
maize,Kharif,57.2,34.2,12.0,Yes,12.34,Every 4-6 days
muskmelon,Zaid,39.6,22.74,114.5,No,0.0,Every 4-6 days
banana,Rabi,43.9,39.02,53.2,No,0.0,Every 1-3 days
cotton,Rabi,59.5,38.53,77.4,No,0.0,Every 4-6 days
pigeonpeas,Kharif,34.2,31.56,60.7,No,0.0,Every 4-6 days
papaya,Zaid,59.0,29.25,88.5,No,0.0,Every 4-6 days
coconut,Rabi,65.3,32.29,54.6,No,0.0,Every 4-6 days
grapes,Zaid,54.0,32.51,20.7,Yes,13.34,Every 4-6 days
pomegranate,Rabi,14.9,25.98,60.0,No,0.0,Every 4-6 days
papaya,Kharif,33.5,30.44,37.2,Yes,12.42,Every 4-6 days
cotton,Rabi,59.5,29.18,159.5,No,0.0,Every 7-10 days
cotton,Zaid,46.8,32.78,45.4,No,0.0,Every 4-6 days
lentil,Rabi,37.5,27.15,74.8,No,0.0,Every 4-6 days
chickpea,Kharif,47.0,39.55,8.7,Yes,12.56,Every 4-6 days
orange,Zaid,27.9,27.06,18.5,Yes,13.4,Every 4-6 days
chickpea,Rabi,40.2,30.61,39.8,Yes,12.26,Every 4-6 days
mothbeans,Kharif,59.7,24.17,2.8,Yes,11.77,Every 4-6 days
rice,Rabi,45.9,21.92,71.4,No,0.0,Every 4-6 days
jute,Kharif,28.5,33.56,109.1,No,0.0,Every 1-3 days
muskmelon,Zaid,32.0,25.26,42.0,No,0.0,Every 1-3 days
apple,Rabi,47.4,31.99,30.6,Yes,13.44,Every 4-6 days
blackgram,Zaid,67.5,24.56,19.0,Yes,8.61,Every 4-6 days
grapes,Rabi,22.1,24.41,70.6,No,0.0,Every 4-6 days
mungbean,Rabi,47.7,28.82,63.8,No,0.0,Every 4-6 days
apple,Kharif,38.8,26.14,4.5,Yes,12.16,Every 4-6 days
coffee,Kharif,20.7,34.82,64.5,No,0.0,Every 4-6 days
mungbean,Rabi,23.5,22.18,77.0,No,0.0,Every 4-6 days
coconut,Kharif,5.0,32.41,76.0,No,0.0,Every 1-3 days
watermelon,Kharif,74.7,29.93,51.6,No,0.0,Every 4-6 days
mothbeans,Zaid,31.7,23.26,24.4,Yes,12.85,Every 4-6 days
banana,Kharif,46.2,31.3,22.3,Yes,17.96,Every 1-3 days
chickpea,Kharif,51.0,29.73,173.5,No,0.0,Every 4-6 days
apple,Zaid,61.2,28.38,69.5,No,0.0,Every 4-6 days
blackgram,Zaid,36.7,26.68,51.5,No,0.0,Every 4-6 days
pomegranate,Kharif,68.0,28.27,39.4,Yes,7.5,Every 4-6 days
pigeonpeas,Rabi,40.3,18.67,31.6,Yes,11.0,Every 4-6 days
mango,Rabi,44.4,35.59,52.4,No,0.0,Every 4-6 days
papaya,Rabi,5.0,36.99,138.5,No,0.0,Every 4-6 days
cotton,Rabi,52.9,22.36,50.9,No,0.0,Every 4-6 days
orange,Zaid,33.6,36.08,169.7,No,0.0,Every 4-6 days
orange,Rabi,20.9,27.33,25.6,Yes,13.57,Every 4-6 days
maize,Zaid,44.4,25.14,69.9,No,0.0,Every 4-6 days
pomegranate,Zaid,40.6,29.95,33.9,Yes,13.6,Every 4-6 days
jute,Kharif,30.1,20.98,11.4,Yes,15.35,Every 1-3 days
lentil,Kharif,36.6,38.15,17.3,Yes,15.7,Every 1-3 days
rice,Rabi,49.0,29.69,24.7,Yes,16.55,Every 1-3 days
blackgram,Rabi,56.3,29.85,25.8,Yes,11.03,Every 4-6 days
grapes,Kharif,37.0,28.37,169.9,No,0.0,Every 4-6 days
apple,Rabi,40.5,27.52,14.0,Yes,12.31,Every 4-6 days
kidneybeans,Zaid,54.7,29.09,74.1,No,0.0,Every 4-6 days
maize,Zaid,56.5,36.16,25.7,Yes,13.63,Every 4-6 days
mothbeans,Zaid,58.6,26.7,122.4,No,0.0,Every 4-6 days
jute,Rabi,48.6,25.12,59.4,No,0.0,Every 1-3 days
pomegranate,Zaid,78.5,27.02,60.4,No,0.0,Every 4-6 days
maize,Zaid,41.8,28.54,21.9,Yes,11.95,Every 4-6 days
coffee,Zaid,47.6,35.18,56.8,No,0.0,Every 4-6 days
kidneybeans,Zaid,50.0,20.26,49.1,No,0.0,Every 4-6 days
blackgram,Zaid,40.7,25.76,48.6,No,0.0,Every 4-6 days
grapes,Rabi,45.5,32.58,6.5,Yes,11.63,Every 4-6 days
coffee,Kharif,22.3,24.6,24.4,Yes,14.46,Every 4-6 days
grapes,Kharif,32.4,28.13,75.8,No,0.0,Every 4-6 days
maize,Kharif,69.7,23.13,141.8,No,0.0,Every 7-10 days
chickpea,Rabi,75.7,26.13,80.3,No,0.0,Every 7-10 days
chickpea,Rabi,23.3,20.96,26.1,Yes,12.13,Every 4-6 days
jute,Zaid,36.1,32.4,66.6,No,0.0,Every 1-3 days
lentil,Zaid,41.2,21.56,68.0,No,0.0,Every 4-6 days
maize,Zaid,45.4,24.88,42.5,No,0.0,Every 4-6 days
banana,Rabi,24.9,30.39,165.4,No,0.0,Every 1-3 days
kidneybeans,Kharif,69.8,28.56,33.9,Yes,10.17,Every 4-6 days
banana,Zaid,87.8,24.45,74.8,No,0.0,Every 4-6 days
lentil,Rabi,61.1,26.34,23.1,Yes,9.38,Every 4-6 days
chickpea,Kharif,30.8,33.15,50.0,No,0.0,Every 4-6 days
kidneybeans,Zaid,64.2,29.26,7.1,Yes,10.92,Every 4-6 days
cotton,Kharif,32.8,29.85,23.8,Yes,13.56,Every 4-6 days
apple,Zaid,44.0,25.78,110.6,No,0.0,Every 4-6 days
mothbeans,Zaid,45.6,27.48,9.3,Yes,11.45,Every 4-6 days
muskmelon,Kharif,31.3,24.06,91.8,No,0.0,Every 1-3 days
orange,Rabi,44.3,32.82,33.6,Yes,12.24,Every 4-6 days
cotton,Zaid,15.9,34.24,18.8,Yes,16.0,Every 1-3 days
papaya,Rabi,62.7,22.29,16.0,Yes,9.79,Every 4-6 days
watermelon,Kharif,66.6,39.62,59.2,No,0.0,Every 1-3 days
watermelon,Rabi,41.7,31.67,28.1,Yes,16.19,Every 1-3 days
watermelon,Rabi,79.0,29.97,63.3,No,0.0,Every 4-6 days
pigeonpeas,Zaid,53.0,32.4,68.9,No,0.0,Every 4-6 days
rice,Zaid,51.3,21.09,29.8,Yes,13.84,Every 1-3 days
kidneybeans,Kharif,22.2,26.67,37.1,Yes,12.91,Every 4-6 days
kidneybeans,Rabi,50.2,31.82,24.7,Yes,12.51,Every 4-6 days
watermelon,Kharif,29.0,33.52,28.2,Yes,18.11,Every 1-3 days
chickpea,Zaid,30.9,27.28,51.4,No,0.0,Every 4-6 days
cotton,Zaid,29.8,24.79,67.0,No,0.0,Every 4-6 days
maize,Zaid,65.6,25.87,22.7,Yes,10.63,Every 4-6 days
apple,Rabi,52.9,24.43,6.0,Yes,12.06,Every 4-6 days
cotton,Zaid,25.9,27.67,66.1,No,0.0,Every 4-6 days
rice,Rabi,45.4,27.16,3.0,Yes,16.36,Every 1-3 days
muskmelon,Zaid,41.6,21.49,76.8,No,0.0,Every 4-6 days
maize,Kharif,43.2,36.66,31.1,Yes,13.16,Every 4-6 days
apple,Kharif,43.2,21.46,18.8,Yes,11.01,Every 4-6 days
banana,Kharif,16.4,24.67,25.8,Yes,18.04,Every 1-3 days
orange,Zaid,33.7,23.76,137.6,No,0.0,Every 4-6 days
rice,Rabi,79.8,30.93,21.1,Yes,14.8,Every 4-6 days
coffee,Rabi,60.3,26.28,8.2,Yes,11.21,Every 4-6 days
pigeonpeas,Rabi,28.2,25.09,59.2,No,0.0,Every 4-6 days
lentil,Rabi,38.3,30.46,18.8,Yes,13.67,Every 4-6 days
blackgram,Rabi,38.2,27.54,5.9,Yes,13.8,Every 4-6 days
jute,Zaid,74.6,24.28,74.9,No,0.0,Every 4-6 days
jute,Zaid,53.2,30.33,59.9,No,0.0,Every 1-3 days
chickpea,Zaid,41.6,28.8,11.7,Yes,11.83,Every 4-6 days
mungbean,Kharif,25.0,33.91,39.7,Yes,14.22,Every 4-6 days
pomegranate,Rabi,40.7,26.36,58.0,No,0.0,Every 4-6 days
watermelon,Kharif,49.8,37.08,48.7,No,0.0,Every 1-3 days
grapes,Kharif,22.3,28.27,44.1,No,0.0,Every 4-6 days
coffee,Zaid,53.5,23.88,7.6,Yes,10.59,Every 4-6 days
lentil,Zaid,12.9,30.33,74.0,No,0.0,Every 4-6 days
chickpea,Zaid,12.6,28.34,10.7,Yes,14.33,Every 1-3 days
coffee,Rabi,25.5,27.4,29.7,Yes,14.99,Every 4-6 days
maize,Rabi,34.9,16.79,61.8,No,0.0,Every 4-6 days
coconut,Kharif,21.1,24.39,98.0,No,0.0,Every 4-6 days
jute,Kharif,38.5,26.43,41.6,No,0.0,Every 1-3 days
mothbeans,Zaid,53.7,28.69,66.3,No,0.0,Every 4-6 days
maize,Rabi,30.4,29.54,23.8,Yes,12.45,Every 4-6 days
papaya,Kharif,31.4,35.57,32.7,Yes,12.12,Every 4-6 days
rice,Kharif,45.0,23.93,129.0,No,0.0,Every 4-6 days
watermelon,Zaid,57.4,36.92,10.7,Yes,17.95,Every 1-3 days
rice,Zaid,61.3,29.12,6.5,Yes,16.44,Every 1-3 days
pomegranate,Kharif,43.8,17.9,6.0,Yes,10.82,Every 4-6 days
apple,Zaid,34.2,29.05,122.3,No,0.0,Every 4-6 days
rice,Zaid,22.3,31.38,108.0,No,0.0,Every 1-3 days
grapes,Rabi,42.9,18.84,43.1,No,0.0,Every 4-6 days
muskmelon,Kharif,63.6,21.86,13.1,Yes,13.5,Every 4-6 days
pomegranate,Zaid,40.3,23.16,88.1,No,0.0,Every 4-6 days
watermelon,Zaid,49.9,20.22,27.8,Yes,15.97,Every 1-3 days
orange,Rabi,55.2,17.08,48.6,No,0.0,Every 4-6 days
pomegranate,Kharif,32.3,33.9,53.7,No,0.0,Every 4-6 days
mango,Zaid,72.4,27.44,30.0,Yes,9.47,Every 4-6 days
lentil,Rabi,39.2,31.78,28.1,Yes,11.3,Every 4-6 days
blackgram,Zaid,37.2,22.59,50.6,No,0.0,Every 4-6 days
coffee,Rabi,54.4,21.4,38.0,Yes,11.47,Every 4-6 days
pomegranate,Kharif,50.0,23.22,15.4,Yes,11.55,Every 4-6 days
rice,Kharif,37.1,17.59,21.0,Yes,16.61,Every 1-3 days
coconut,Zaid,47.1,29.61,103.2,No,0.0,Every 4-6 days
coffee,Kharif,28.9,19.36,21.1,Yes,12.45,Every 4-6 days
lentil,Kharif,38.8,19.95,68.1,No,0.0,Every 4-6 days
pigeonpeas,Zaid,42.6,31.18,70.3,No,0.0,Every 4-6 days
coconut,Kharif,56.0,27.05,34.0,Yes,10.61,Every 4-6 days
mango,Kharif,40.8,25.15,57.3,No,0.0,Every 4-6 days
apple,Kharif,79.1,34.31,99.4,No,0.0,Every 4-6 days
pigeonpeas,Rabi,22.5,29.68,30.9,Yes,14.28,Every 4-6 days
papaya,Kharif,57.8,26.3,85.9,No,0.0,Every 4-6 days
chickpea,Kharif,53.5,20.34,17.9,Yes,10.75,Every 4-6 days
blackgram,Kharif,46.6,21.69,50.0,No,0.0,Every 4-6 days
orange,Zaid,51.2,21.71,24.5,Yes,9.87,Every 4-6 days
grapes,Zaid,63.0,26.63,77.3,No,0.0,Every 4-6 days
coconut,Rabi,49.3,29.21,45.0,No,0.0,Every 4-6 days
apple,Rabi,5.0,29.78,106.3,No,0.0,Every 4-6 days
mungbean,Zaid,95.0,20.55,3.1,Yes,5.57,Every 7-10 days
papaya,Kharif,79.6,25.67,26.7,Yes,7.51,Every 4-6 days
rice,Kharif,44.6,21.79,84.8,No,0.0,Every 4-6 days
kidneybeans,Zaid,72.4,30.92,53.8,No,0.0,Every 4-6 days
mungbean,Kharif,44.1,32.55,20.9,Yes,11.44,Every 4-6 days
orange,Kharif,33.5,38.86,87.1,No,0.0,Every 4-6 days
lentil,Kharif,47.7,29.87,77.1,No,0.0,Every 4-6 days
grapes,Rabi,31.3,30.97,125.5,No,0.0,Every 4-6 days
jute,Zaid,44.8,29.56,49.0,No,0.0,Every 1-3 days
apple,Kharif,10.7,26.13,52.7,No,0.0,Every 4-6 days
orange,Rabi,68.3,29.29,61.4,No,0.0,Every 4-6 days
mungbean,Zaid,47.8,28.31,40.7,No,0.0,Every 4-6 days
rice,Zaid,41.8,28.38,11.3,Yes,18.96,Every 1-3 days
jute,Zaid,49.2,28.58,26.0,Yes,15.61,Every 1-3 days
apple,Rabi,57.7,33.43,36.6,Yes,11.64,Every 4-6 days
coffee,Kharif,26.0,35.23,84.6,No,0.0,Every 4-6 days
mothbeans,Zaid,27.4,37.05,22.5,Yes,14.67,Every 1-3 days
lentil,Kharif,72.1,19.71,30.8,Yes,8.54,Every 4-6 days
maize,Kharif,46.9,28.36,37.3,Yes,12.37,Every 4-6 days
rice,Kharif,21.2,23.88,74.2,No,0.0,Every 1-3 days
papaya,Kharif,41.7,36.22,28.7,Yes,12.98,Every 4-6 days
pigeonpeas,Rabi,52.2,17.84,8.0,Yes,9.82,Every 4-6 days
maize,Zaid,76.6,25.81,38.7,Yes,8.34,Every 4-6 days
chickpea,Kharif,43.8,29.88,27.8,Yes,11.92,Every 4-6 days
mothbeans,Kharif,55.1,28.47,30.1,Yes,10.0,Every 4-6 days
coffee,Rabi,50.8,26.88,24.0,Yes,10.95,Every 4-6 days
jute,Rabi,28.2,28.36,79.7,No,0.0,Every 1-3 days
mango,Rabi,25.2,32.55,97.0,No,0.0,Every 4-6 days
pigeonpeas,Kharif,40.8,33.5,17.5,Yes,13.72,Every 4-6 days
coffee,Zaid,49.8,33.65,48.9,No,0.0,Every 4-6 days
watermelon,Kharif,57.8,22.88,48.7,No,0.0,Every 4-6 days
coffee,Kharif,14.5,35.74,22.9,Yes,16.82,Every 1-3 days
blackgram,Zaid,49.9,21.5,21.3,Yes,11.2,Every 4-6 days
apple,Zaid,63.1,26.14,18.1,Yes,10.3,Every 4-6 days
blackgram,Zaid,62.8,21.95,76.8,No,0.0,Every 4-6 days
lentil,Rabi,64.0,21.65,112.8,No,0.0,Every 7-10 days
mothbeans,Rabi,57.9,29.6,102.0,No,0.0,Every 4-6 days
muskmelon,Kharif,15.4,26.48,34.4,Yes,18.97,Every 1-3 days
cotton,Zaid,16.7,37.06,7.6,Yes,17.89,Every 1-3 days
pomegranate,Rabi,37.5,20.12,72.4,No,0.0,Every 4-6 days
grapes,Kharif,45.2,21.44,73.7,No,0.0,Every 4-6 days
orange,Rabi,40.8,28.61,60.3,No,0.0,Every 4-6 days
chickpea,Rabi,51.8,31.08,46.8,No,0.0,Every 4-6 days
apple,Kharif,41.0,25.88,45.2,No,0.0,Every 4-6 days
grapes,Kharif,37.0,29.98,84.2,No,0.0,Every 4-6 days
maize,Kharif,43.9,30.09,34.8,Yes,11.05,Every 4-6 days
mungbean,Rabi,53.6,32.29,27.6,Yes,13.01,Every 4-6 days
papaya,Rabi,61.5,27.9,43.9,No,0.0,Every 4-6 days
lentil,Rabi,35.5,34.39,106.2,No,0.0,Every 4-6 days
jute,Rabi,37.2,25.58,60.0,No,0.0,Every 1-3 days
maize,Rabi,43.6,38.46,21.1,Yes,14.19,Every 4-6 days
banana,Zaid,28.9,30.75,26.8,Yes,18.21,Every 1-3 days
pomegranate,Kharif,62.6,29.32,209.3,No,0.0,Every 7-10 days
coconut,Kharif,76.4,29.61,44.5,No,0.0,Every 4-6 days
blackgram,Zaid,26.3,28.8,99.7,No,0.0,Every 4-6 days
pigeonpeas,Kharif,41.4,31.17,9.1,Yes,13.18,Every 4-6 days
chickpea,Zaid,47.3,28.04,72.2,No,0.0,Every 4-6 days
chickpea,Zaid,48.8,28.6,31.2,Yes,11.12,Every 4-6 days
muskmelon,Zaid,40.7,27.46,87.4,No,0.0,Every 1-3 days
jute,Kharif,51.3,31.18,40.6,No,0.0,Every 1-3 days
coconut,Rabi,50.4,32.2,35.3,Yes,12.57,Every 4-6 days
banana,Kharif,46.0,34.85,53.1,No,0.0,Every 1-3 days
pigeonpeas,Kharif,44.8,32.75,146.1,No,0.0,Every 4-6 days
orange,Kharif,37.0,25.18,57.4,No,0.0,Every 4-6 days
coffee,Zaid,58.2,29.75,13.3,Yes,11.49,Every 4-6 days
cotton,Rabi,23.2,30.29,21.4,Yes,14.43,Every 1-3 days
mothbeans,Zaid,47.3,27.78,32.7,Yes,12.49,Every 4-6 days
blackgram,Kharif,35.9,26.45,46.5,No,0.0,Every 4-6 days
kidneybeans,Rabi,28.9,27.47,74.3,No,0.0,Every 4-6 days
kidneybeans,Rabi,55.0,15.6,134.7,No,0.0,Every 7-10 days
coconut,Zaid,42.9,32.66,37.7,Yes,12.31,Every 4-6 days
lentil,Kharif,51.0,33.46,77.1,No,0.0,Every 4-6 days
jute,Kharif,47.9,32.92,35.4,Yes,16.92,Every 1-3 days
lentil,Rabi,12.3,36.52,59.0,No,0.0,Every 1-3 days
muskmelon,Zaid,42.1,24.31,11.5,Yes,15.2,Every 1-3 days
papaya,Rabi,42.7,36.31,86.8,No,0.0,Every 4-6 days
